periode_data,periode_pemantauan,titik_sampel,nama_sungai,alamat,latitude,longitude,jenis_parameter,parameter,baku_mutu,hasil_pengukuran
202410,PERIODE 4,KLB 6,KALIBARU BARAT,JL MINANGKABAU MANGGARAI,-6.211911,106.844275,BIOLOGI,FECAL COLIFORM,1000.0,2400000.0
202410,PERIODE 4,KLB 6,KALIBARU BARAT,JL MINANGKABAU MANGGARAI,-6.211911,106.844275,FISIKA,WARNA,50.0,28.0
202410,PERIODE 4,KLB 6,KALIBARU BARAT,JL MINANGKABAU MANGGARAI,-6.211911,106.844275,KIMIA,SULFAT,300.0,28.4
202410,PERIODE 4,KLB 6,KALIBARU BARAT,JL MINANGKABAU MANGGARAI,-6.211911,106.844275,KIMIA,KLORIDA,300.0,48.35
202410,PERIODE 4,KLB 6,KALIBARU BARAT,JL MINANGKABAU MANGGARAI,-6.211911,106.844275,KIMIA,AMONIAK,0.2,16.05
202410,PERIODE 4,JTK 2,JATI KRAMAT,JL TAMAN MALAKA SELATAN,-6.230653,106.926183,KIMIA,NI,0.05,0.02
202410,PERIODE 4,JTK 2,JATI KRAMAT,JL TAMAN MALAKA SELATAN,-6.230653,106.926183,KIMIA,SIANIDA,0.02,0.016
202410,PERIODE 4,KLB 1,KALIBARU BARAT,JL M KAHFI 1 DEPAN DINAS WISATA SITU BABAKAN,-6.337422,106.826585,FISIKA,TDS,1000.0,136.5
202410,PERIODE 4,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,KLORIDA,300.0,26.17
202410,PERIODE 4,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,AMONIAK,0.2,3.53
202410,PERIODE 4,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,TOTAL N,15.0,7.47
202410,PERIODE 4,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,NI,0.05,0.02
202410,PERIODE 4,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,SIANIDA,0.02,0.003
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,FISIKA,TDS,1000.0,203.2
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,FISIKA,TSS,50.0,19.0
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,PH,6.9,7.275
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,BOD,3.0,14.01
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,COD,25.0,63.0
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,DO,4.0,1.56
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,NITRAT,10.0,1.7
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,NITRIT,0.06,0.02
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,TOTAL P,0.2,2.12
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,F,1.5,0.11
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,H2S,0.002,0.013
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.01
202402,PERIODE 1,MPG 1,MAMPANG,OUTLET SITU KEBON BIBIT,-6.306844,106.81673,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,CD,0.01,0.004
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,ZN,0.05,0.01
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,CU,0.02,0.01
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,PB,0.03,0.009
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,CR6,0.05,0.016
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,MBAS,0.2,0.17
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,FENOL,0.005,0.003
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,BIOLOGI,TOTAL COLIFORM,5000.0,170000.0
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,BIOLOGI,FECAL COLIFORM,1000.0,110000.0
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,FISIKA,WARNA,50.0,18.0
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,SULFAT,300.0,8.42
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,KLORIDA,300.0,37.3
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,AMONIAK,0.2,6.08
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,TOTAL N,15.0,6.8
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,NI,0.05,0.02
202410,PERIODE 4,KLT 4,KALIBARU TIMUR,JL SMA 14,-6.255905,106.864962,KIMIA,SIANIDA,0.02,0.005
202410,PERIODE 4,KLT 5,KALIBARU TIMUR,JL OUTISTA III CIPINANG CEMPEDAK,-6.231694,106.869667,FISIKA,TDS,1000.0,203.0
202410,PERIODE 4,KLT 5,KALIBARU TIMUR,JL OUTISTA III CIPINANG CEMPEDAK,-6.231694,106.869667,FISIKA,TSS,50.0,16.0
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,DO,4.0,2.45
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,NITRAT,10.0,0.02
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,NITRIT,0.06,0.0093
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,TOTAL P,0.2,1.1921
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,F,1.5,0.2
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,H2S,0.002,0.205
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.02
202405,PERIODE 2,GRL 6,GROGOL,PLTU PLUIT,-6.125217451,106.7839526,KIMIA,CD,0.01,0.0009
202405,PERIODE 2,CPN 1,CIPINANG,JL AURI TAMAN BUNGA CIBUBUR,-6.370171,106.883453,KIMIA,CD,0.01,0.0009
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,ZN,0.05,1.2
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,CU,0.02,0.015
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,PB,0.03,0.002
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,CR6,0.05,0.001
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,MINYAK DAN LEMAK,1.0,0.2
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,MBAS,0.2,0.12
202410,PERIODE 4,CPN 1,CIPINANG,JL AURI TAMAN BUNGA CIBUBUR,-6.370171,106.883453,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,BIOLOGI,TOTAL COLIFORM,5000.0,86000.0
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,BIOLOGI,FECAL COLIFORM,1000.0,32000.0
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,FISIKA,WARNA,50.0,32.0
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,SULFAT,300.0,164.0
202405,PERIODE 2,KRT 4,KRUKUT,JL TENDEAN SUNGAI KRUKUT,-6.238789444,106.8177877,FISIKA,WARNA,50.0,12.0
202405,PERIODE 2,KRT 4,KRUKUT,JL TENDEAN SUNGAI KRUKUT,-6.238789444,106.8177877,KIMIA,SULFAT,300.0,6.0
202405,PERIODE 2,KRT 4,KRUKUT,JL TENDEAN SUNGAI KRUKUT,-6.238789444,106.8177877,KIMIA,KLORIDA,300.0,14.0
202405,PERIODE 2,KRT 4,KRUKUT,JL TENDEAN SUNGAI KRUKUT,-6.238789444,106.8177877,KIMIA,AMONIAK,0.2,0.7
202405,PERIODE 2,KRT 4,KRUKUT,JL TENDEAN SUNGAI KRUKUT,-6.238789444,106.8177877,KIMIA,TOTAL N,15.0,12.7188
202405,PERIODE 2,KRT 4,KRUKUT,JL TENDEAN SUNGAI KRUKUT,-6.238789444,106.8177877,KIMIA,NI,0.05,0.02
202405,PERIODE 2,KRT 4,KRUKUT,JL TENDEAN SUNGAI KRUKUT,-6.238789444,106.8177877,KIMIA,SIANIDA,0.02,0.021
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,FISIKA,TDS,1000.0,190.0
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,FISIKA,TSS,50.0,59.0
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,PH,6.9,7.385
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,BOD,3.0,19.0
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,COD,25.0,61.0
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,DO,4.0,2.35
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,NITRAT,10.0,0.3
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,NITRIT,0.06,0.0113
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,TOTAL P,0.2,0.7906
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,F,1.5,0.27
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,H2S,0.002,0.003
202405,PERIODE 2,KRT 5,KRUKUT,JL RAYA PEJOMPONGAN,-6.201333,106.811333,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.02
202410,PERIODE 4,CPN 2,CIPINANG,JL RAYA CIRACAS DAMKAR,-6.327919,106.880184,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,KRT 1,KRUKUT,JL RAYA PONDOK LABU,-6.31101,106.807974,FISIKA,WARNA,50.0,11.0
202405,PERIODE 2,KRT 1,KRUKUT,JL RAYA PONDOK LABU,-6.31101,106.807974,KIMIA,SULFAT,300.0,8.0
202405,PERIODE 2,KRT 1,KRUKUT,JL RAYA PONDOK LABU,-6.31101,106.807974,KIMIA,KLORIDA,300.0,15.0
202405,PERIODE 2,KRT 1,KRUKUT,JL RAYA PONDOK LABU,-6.31101,106.807974,KIMIA,AMONIAK,0.2,1.2
202405,PERIODE 2,KRT 1,KRUKUT,JL RAYA PONDOK LABU,-6.31101,106.807974,KIMIA,TOTAL N,15.0,16.9041
202405,PERIODE 2,KRT 1,KRUKUT,JL RAYA PONDOK LABU,-6.31101,106.807974,KIMIA,NI,0.05,0.04
202405,PERIODE 2,KRT 1,KRUKUT,JL RAYA PONDOK LABU,-6.31101,106.807974,KIMIA,SIANIDA,0.02,0.026
202405,PERIODE 2,KRT 2,KRUKUT,JL CILANDAK PERMAI RAYA,-6.297483,106.805385,FISIKA,TDS,1000.0,127.0
202405,PERIODE 2,KRT 2,KRUKUT,JL CILANDAK PERMAI RAYA,-6.297483,106.805385,FISIKA,TSS,50.0,51.0
202405,PERIODE 2,KRT 2,KRUKUT,JL CILANDAK PERMAI RAYA,-6.297483,106.805385,KIMIA,PH,6.9,7.25
202405,PERIODE 2,KRT 2,KRUKUT,JL CILANDAK PERMAI RAYA,-6.297483,106.805385,KIMIA,BOD,3.0,7.0
202405,PERIODE 2,KRT 2,KRUKUT,JL CILANDAK PERMAI RAYA,-6.297483,106.805385,KIMIA,COD,25.0,25.0
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,PH,6.9,7.325
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,BOD,3.0,17.0
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,COD,25.0,57.0
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,DO,4.0,1.85
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,NITRAT,10.0,0.004
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,NITRIT,0.06,0.0179
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,TOTAL P,0.2,0.9913
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,F,1.5,0.04
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,H2S,0.002,0.004
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,KLORIN BEBAS,0.03,0.07
202408,PERIODE 3,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,CR6,0.05,0.0009
202410,PERIODE 4,CLW1 1,CILIWUNG,JL KELAPA DUA SRENGSENG SAWAH,-6.343319,106.838232,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,ZN,0.05,0.008
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,CU,0.02,0.015
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,PB,0.03,0.002
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,CR6,0.05,0.001
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,MINYAK DAN LEMAK,1.0,0.2
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,MBAS,0.2,0.011
202408,PERIODE 3,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,BIOLOGI,TOTAL COLIFORM,5000.0,98000.0
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,BIOLOGI,FECAL COLIFORM,1000.0,86000.0
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,FISIKA,WARNA,50.0,12.0
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,SULFAT,300.0,58.0
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,KLORIDA,300.0,41.0
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,AMONIAK,0.2,9.2
202405,PERIODE 2,MKV 5,MOOKERVART,JL DAAN MOGOT PEMANCAR RAWA BUAYA,-6.155361944,106.7309639,KIMIA,TOTAL N,15.0,7.0361
202410,PERIODE 4,KLB 6,KALIBARU BARAT,JL MINANGKABAU MANGGARAI,-6.211911,106.844275,KIMIA,TOTAL N,15.0,21.06
202410,PERIODE 4,KLB 6,KALIBARU BARAT,JL MINANGKABAU MANGGARAI,-6.211911,106.844275,KIMIA,NI,0.05,0.02
202410,PERIODE 4,KLB 6,KALIBARU BARAT,JL MINANGKABAU MANGGARAI,-6.211911,106.844275,KIMIA,SIANIDA,0.02,0.007
202410,PERIODE 4,KLT 1,KALIBARU TIMUR,JL RAYA BOGOR DEPAN YKK,-6.353515,106.859912,FISIKA,TDS,1000.0,222.1
202410,PERIODE 4,KLT 1,KALIBARU TIMUR,JL RAYA BOGOR DEPAN YKK,-6.353515,106.859912,FISIKA,TSS,50.0,29.0
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,MINYAK DAN LEMAK,1.0,0.67
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,MBAS,0.2,0.08
202402,PERIODE 1,CLW1 5,CILIWUNG,KAMPUNG MELAYU DALAM,-6.228147,106.864621,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,BIOLOGI,TOTAL COLIFORM,5000.0,50000000.0
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,BIOLOGI,FECAL COLIFORM,1000.0,35000000.0
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,FISIKA,WARNA,50.0,75.0
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,SULFAT,300.0,19.1
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,KLORIDA,300.0,63.83
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,AMONIAK,0.2,22.2
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,TOTAL N,15.0,29.8
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,NI,0.05,0.02
202410,PERIODE 4,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,SIANIDA,0.02,0.023
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,FISIKA,TDS,1000.0,389.9
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,FISIKA,TSS,50.0,53.0
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,PH,6.9,7.43
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,BOD,3.0,42.89
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,COD,25.0,282.0
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,DO,4.0,0.81
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,NITRAT,10.0,0.9
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,NITRIT,0.06,0.04
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,TOTAL P,0.2,1.96
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,F,1.5,0.05
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,H2S,0.002,0.176
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.01
202402,PERIODE 1,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,KIMIA,HG,0.002,0.0001
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,CD,0.01,0.004
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,ZN,0.05,0.009
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,CU,0.02,0.01
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,PB,0.03,0.009
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,CR6,0.05,0.1
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,MBAS,0.2,0.15
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,KIMIA,FENOL,0.005,0.007
202410,PERIODE 4,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.186309,106.905189,BIOLOGI,TOTAL COLIFORM,5000.0,22000000.0
202405,PERIODE 2,KLT 5,KALIBARU TIMUR,JL OUTISTA III CIPINANG CEMPEDAK,-6.231694,106.869667,KIMIA,TOTAL N,15.0,5.4082
202405,PERIODE 2,KLT 5,KALIBARU TIMUR,JL OUTISTA III CIPINANG CEMPEDAK,-6.231694,106.869667,KIMIA,NI,0.05,0.03
202405,PERIODE 2,KLT 5,KALIBARU TIMUR,JL OUTISTA III CIPINANG CEMPEDAK,-6.231694,106.869667,KIMIA,SIANIDA,0.02,0.02
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,FISIKA,TDS,1000.0,108.0
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,FISIKA,TSS,50.0,142.0
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,PH,6.9,7.075
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,BOD,3.0,12.0
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,COD,25.0,45.0
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,DO,4.0,1.95
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,NITRAT,10.0,2.0
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,NITRIT,0.06,0.15
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,TOTAL P,0.2,0.6
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,F,1.5,0.09
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,H2S,0.002,0.002
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.02
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,CD,0.01,0.0009
202405,PERIODE 2,KML 2,KAMAL,JL PREPADAN KAMAL,-6.1183192,106.7111079,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,ZN,0.05,0.006
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,CU,0.02,0.03
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,PB,0.03,0.002
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,CR6,0.05,0.001
202405,PERIODE 2,KLT 6,KALIBARU TIMUR,JL BUNGA MATRAMAN JATINEGARA,-6.211243889,106.8619619,KIMIA,MINYAK DAN LEMAK,1.0,0.2
